time(s);position(m);velocity(m/s);acceleration(m*s^-2);jerk(m*s^-3)
0.953500;0.077354;0.211050;0.300000;0.000000
0.953600;0.077375;0.211080;0.300000;0.000000
0.953700;0.077397;0.211110;0.300000;0.000000
0.953800;0.077418;0.211140;0.300000;0.000000
0.953900;0.077439;0.211170;0.300000;0.000000
0.954000;0.077460;0.211200;0.300000;0.000000
0.954100;0.077481;0.211230;0.300000;0.000000
0.954200;0.077502;0.211260;0.300000;0.000000
0.954300;0.077523;0.211290;0.300000;0.000000
0.954400;0.077544;0.211320;0.300000;0.000000
0.954500;0.077566;0.211350;0.300000;0.000000
0.954600;0.077587;0.211380;0.300000;0.000000
0.954700;0.077608;0.211410;0.300000;0.000000
0.954800;0.077629;0.211440;0.300000;0.000000
0.954900;0.077650;0.211470;0.300000;0.000000
0.955000;0.077671;0.211500;0.300000;0.000000
0.955100;0.077692;0.211530;0.300000;0.000000
0.955200;0.077714;0.211560;0.300000;0.000000
0.955300;0.077735;0.211590;0.300000;0.000000
0.955400;0.077756;0.211620;0.300000;0.000000
0.955500;0.077777;0.211650;0.300000;0.000000
0.955600;0.077798;0.211680;0.300000;0.000000
0.955700;0.077819;0.211710;0.300000;0.000000
0.955800;0.077841;0.211740;0.300000;0.000000
0.955900;0.077862;0.211770;0.300000;0.000000
0.956000;0.077883;0.211800;0.300000;0.000000
0.956100;0.077904;0.211830;0.300000;0.000000
0.956200;0.077925;0.211860;0.300000;0.000000
0.956300;0.077946;0.211890;0.300000;0.000000
0.956400;0.077968;0.211920;0.300000;0.000000
0.956500;0.077989;0.211950;0.300000;0.000000
0.956600;0.078010;0.211980;0.300000;0.000000
0.956700;0.078031;0.212010;0.300000;0.000000
0.956800;0.078052;0.212040;0.300000;0.000000
0.956900;0.078074;0.212070;0.300000;0.000000
0.957000;0.078095;0.212100;0.300000;0.000000
0.957100;0.078116;0.212130;0.300000;0.000000
0.957200;0.078137;0.212160;0.300000;0.000000
0.957300;0.078158;0.212190;0.300000;0.000000
0.957400;0.078180;0.212220;0.300000;0.000000
0.957500;0.078201;0.212250;0.300000;0.000000
0.957600;0.078222;0.212280;0.300000;0.000000
0.957700;0.078243;0.212310;0.300000;0.000000
0.957800;0.078265;0.212340;0.300000;0.000000
0.957900;0.078286;0.212370;0.300000;0.000000
0.958000;0.078307;0.212400;0.300000;0.000000
0.958100;0.078328;0.212430;0.300000;0.000000
0.958200;0.078350;0.212460;0.300000;0.000000
0.958300;0.078371;0.212490;0.300000;0.000000
0.958400;0.078392;0.212520;0.300000;0.000000
0.958500;0.078413;0.212550;0.300000;0.000000
0.958600;0.078435;0.212580;0.300000;0.000000
0.958700;0.078456;0.212610;0.300000;0.000000
0.958800;0.078477;0.212640;0.300000;0.000000
0.958900;0.078498;0.212670;0.300000;0.000000
0.959000;0.078520;0.212700;0.300000;0.000000
0.959100;0.078541;0.212730;0.300000;0.000000
0.959200;0.078562;0.212760;0.300000;0.000000
0.959300;0.078583;0.212790;0.300000;0.000000
0.959400;0.078605;0.212820;0.300000;0.000000
0.959500;0.078626;0.212850;0.300000;0.000000
0.959600;0.078647;0.212880;0.300000;0.000000
0.959700;0.078669;0.212910;0.300000;0.000000
0.959800;0.078690;0.212940;0.300000;0.000000
0.959900;0.078711;0.212970;0.300000;0.000000
0.960000;0.078732;0.213000;0.300000;0.000000
0.960100;0.078754;0.213030;0.300000;0.000000
0.960200;0.078775;0.213060;0.300000;0.000000
0.960300;0.078796;0.213090;0.300000;0.000000
0.960400;0.078818;0.213120;0.300000;0.000000
0.960500;0.078839;0.213150;0.300000;0.000000
0.960600;0.078860;0.213180;0.300000;0.000000
0.960700;0.078882;0.213210;0.300000;0.000000
0.960800;0.078903;0.213240;0.300000;0.000000
0.960900;0.078924;0.213270;0.300000;0.000000
0.961000;0.078946;0.213300;0.300000;0.000000
0.961100;0.078967;0.213330;0.300000;0.000000
0.961200;0.078988;0.213360;0.300000;0.000000
0.961300;0.079010;0.213390;0.300000;0.000000
0.961400;0.079031;0.213420;0.300000;0.000000
0.961500;0.079052;0.213450;0.300000;0.000000
0.961600;0.079074;0.213480;0.300000;0.000000
0.961700;0.079095;0.213510;0.300000;0.000000
0.961800;0.079116;0.213540;0.300000;0.000000
0.961900;0.079138;0.213570;0.300000;0.000000
0.962000;0.079159;0.213600;0.300000;0.000000
0.962100;0.079180;0.213630;0.300000;0.000000
0.962200;0.079202;0.213660;0.300000;0.000000
0.962300;0.079223;0.213690;0.300000;0.000000
0.962400;0.079245;0.213720;0.300000;0.000000
0.962500;0.079266;0.213750;0.300000;0.000000
0.962600;0.079287;0.213780;0.300000;0.000000
0.962700;0.079309;0.213810;0.300000;0.000000
0.962800;0.079330;0.213840;0.300000;0.000000
0.962900;0.079351;0.213870;0.300000;0.000000
0.963000;0.079373;0.213900;0.300000;0.000000
0.963100;0.079394;0.213930;0.300000;0.000000
0.963200;0.079416;0.213960;0.300000;0.000000
0.963300;0.079437;0.213990;0.300000;0.000000
0.963400;0.079458;0.214020;0.300000;0.000000
0.963500;0.079480;0.214050;0.300000;0.000000
0.963600;0.079501;0.214080;0.300000;0.000000
0.963700;0.079523;0.214110;0.300000;0.000000
0.963800;0.079544;0.214140;0.300000;0.000000
0.963900;0.079565;0.214170;0.300000;0.000000
0.964000;0.079587;0.214200;0.300000;0.000000
0.964100;0.079608;0.214230;0.300000;0.000000
0.964200;0.079630;0.214260;0.300000;0.000000
0.964300;0.079651;0.214290;0.300000;0.000000
0.964400;0.079673;0.214320;0.300000;0.000000
0.964500;0.079694;0.214350;0.300000;0.000000
0.964600;0.079715;0.214380;0.300000;0.000000
0.964700;0.079737;0.214410;0.300000;0.000000
0.964800;0.079758;0.214440;0.300000;0.000000
0.964900;0.079780;0.214470;0.300000;0.000000
0.965000;0.079801;0.214500;0.300000;0.000000
0.965100;0.079823;0.214530;0.300000;0.000000
0.965200;0.079844;0.214560;0.300000;0.000000
0.965300;0.079866;0.214590;0.300000;0.000000
0.965400;0.079887;0.214620;0.300000;0.000000
0.965500;0.079909;0.214650;0.300000;0.000000
0.965600;0.079930;0.214680;0.300000;0.000000
0.965700;0.079951;0.214710;0.300000;0.000000
0.965800;0.079973;0.214740;0.300000;0.000000
0.965900;0.079994;0.214770;0.300000;0.000000
0.966000;0.080016;0.214800;0.300000;0.000000
0.966100;0.080037;0.214830;0.300000;0.000000
0.966200;0.080059;0.214860;0.300000;0.000000
0.966300;0.080080;0.214890;0.300000;0.000000
0.966400;0.080102;0.214920;0.300000;0.000000
0.966500;0.080123;0.214950;0.300000;0.000000
0.966600;0.080145;0.214980;0.300000;0.000000
0.966700;0.080166;0.215010;0.300000;0.000000
0.966800;0.080188;0.215040;0.300000;0.000000
0.966900;0.080209;0.215070;0.300000;0.000000
0.967000;0.080231;0.215100;0.300000;0.000000
0.967100;0.080252;0.215130;0.300000;0.000000
0.967200;0.080274;0.215160;0.300000;0.000000
0.967300;0.080295;0.215190;0.300000;0.000000
0.967400;0.080317;0.215220;0.300000;0.000000
0.967500;0.080338;0.215250;0.300000;0.000000
0.967600;0.080360;0.215280;0.300000;0.000000
0.967700;0.080381;0.215310;0.300000;0.000000
0.967800;0.080403;0.215340;0.300000;0.000000
0.967900;0.080425;0.215370;0.300000;0.000000
0.968000;0.080446;0.215400;0.300000;0.000000
0.968100;0.080468;0.215430;0.300000;0.000000
0.968200;0.080489;0.215460;0.300000;0.000000
0.968300;0.080511;0.215490;0.300000;0.000000
0.968400;0.080532;0.215520;0.300000;0.000000
0.968500;0.080554;0.215550;0.300000;0.000000
0.968600;0.080575;0.215580;0.300000;0.000000
0.968700;0.080597;0.215610;0.300000;0.000000
0.968800;0.080619;0.215640;0.300000;0.000000
0.968900;0.080640;0.215670;0.300000;0.000000
0.969000;0.080662;0.215700;0.300000;0.000000
0.969100;0.080683;0.215730;0.300000;0.000000
0.969200;0.080705;0.215760;0.300000;0.000000
0.969300;0.080726;0.215790;0.300000;0.000000
0.969400;0.080748;0.215820;0.300000;0.000000
0.969500;0.080770;0.215850;0.300000;0.000000
0.969600;0.080791;0.215880;0.300000;0.000000
0.969700;0.080813;0.215910;0.300000;0.000000
0.969800;0.080834;0.215940;0.300000;0.000000
0.969900;0.080856;0.215970;0.300000;0.000000
0.970000;0.080878;0.216000;0.300000;0.000000
0.970100;0.080899;0.216030;0.300000;0.000000
0.970200;0.080921;0.216060;0.300000;0.000000
0.970300;0.080942;0.216090;0.300000;0.000000
0.970400;0.080964;0.216120;0.300000;0.000000
0.970500;0.080986;0.216150;0.300000;0.000000
0.970600;0.081007;0.216180;0.300000;0.000000
0.970700;0.081029;0.216210;0.300000;0.000000
0.970800;0.081050;0.216240;0.300000;0.000000
0.970900;0.081072;0.216270;0.300000;0.000000
0.971000;0.081094;0.216300;0.300000;0.000000
0.971100;0.081115;0.216330;0.300000;0.000000
0.971200;0.081137;0.216360;0.300000;0.000000
0.971300;0.081159;0.216390;0.300000;0.000000
0.971400;0.081180;0.216420;0.300000;0.000000
0.971500;0.081202;0.216450;0.300000;0.000000
0.971600;0.081223;0.216480;0.300000;0.000000
0.971700;0.081245;0.216510;0.300000;0.000000
0.971800;0.081267;0.216540;0.300000;0.000000
0.971900;0.081288;0.216570;0.300000;0.000000
0.972000;0.081310;0.216600;0.300000;0.000000
0.972100;0.081332;0.216630;0.300000;0.000000
0.972200;0.081353;0.216660;0.300000;0.000000
0.972300;0.081375;0.216690;0.300000;0.000000
0.972400;0.081397;0.216720;0.300000;0.000000
0.972500;0.081418;0.216750;0.300000;0.000000
0.972600;0.081440;0.216780;0.300000;0.000000
0.972700;0.081462;0.216810;0.300000;0.000000
0.972800;0.081483;0.216840;0.300000;0.000000
0.972900;0.081505;0.216870;0.300000;0.000000
0.973000;0.081527;0.216900;0.300000;0.000000
0.973100;0.081549;0.216930;0.300000;0.000000
0.973200;0.081570;0.216960;0.300000;0.000000
0.973300;0.081592;0.216990;0.300000;0.000000
0.973400;0.081614;0.217020;0.300000;0.000000
0.973500;0.081635;0.217050;0.300000;0.000000
0.973600;0.081657;0.217080;0.300000;0.000000
0.973700;0.081679;0.217110;0.300000;0.000000
0.973800;0.081700;0.217140;0.300000;0.000000
0.973900;0.081722;0.217170;0.300000;0.000000
0.974000;0.081744;0.217200;0.300000;0.000000
0.974100;0.081766;0.217230;0.300000;0.000000
0.974200;0.081787;0.217260;0.300000;0.000000
0.974300;0.081809;0.217290;0.300000;0.000000
0.974400;0.081831;0.217320;0.300000;0.000000
0.974500;0.081853;0.217350;0.300000;0.000000
0.974600;0.081874;0.217380;0.300000;0.000000
0.974700;0.081896;0.217410;0.300000;0.000000
0.974800;0.081918;0.217440;0.300000;0.000000
0.974900;0.081939;0.217470;0.300000;0.000000
0.975000;0.081961;0.217500;0.300000;0.000000
0.975100;0.081983;0.217530;0.300000;0.000000
0.975200;0.082005;0.217560;0.300000;0.000000
0.975300;0.082027;0.217590;0.300000;0.000000
0.975400;0.082048;0.217620;0.300000;0.000000
0.975500;0.082070;0.217650;0.300000;0.000000
0.975600;0.082092;0.217680;0.300000;0.000000
0.975700;0.082114;0.217710;0.300000;0.000000
0.975800;0.082135;0.217740;0.300000;0.000000
0.975900;0.082157;0.217770;0.300000;0.000000
0.976000;0.082179;0.217800;0.300000;0.000000
0.976100;0.082201;0.217830;0.300000;0.000000
0.976200;0.082222;0.217860;0.300000;0.000000
0.976300;0.082244;0.217890;0.300000;0.000000
0.976400;0.082266;0.217920;0.300000;0.000000
0.976500;0.082288;0.217950;0.300000;0.000000
0.976600;0.082310;0.217980;0.300000;0.000000
0.976700;0.082331;0.218010;0.300000;0.000000
0.976800;0.082353;0.218040;0.300000;0.000000
0.976900;0.082375;0.218070;0.300000;0.000000
0.977000;0.082397;0.218100;0.300000;0.000000
0.977100;0.082419;0.218130;0.300000;0.000000
0.977200;0.082440;0.218160;0.300000;0.000000
0.977300;0.082462;0.218190;0.300000;0.000000
0.977400;0.082484;0.218220;0.300000;0.000000
0.977500;0.082506;0.218250;0.300000;0.000000
0.977600;0.082528;0.218280;0.300000;0.000000
0.977700;0.082550;0.218310;0.300000;0.000000
0.977800;0.082571;0.218340;0.300000;0.000000
0.977900;0.082593;0.218370;0.300000;0.000000
0.978000;0.082615;0.218400;0.300000;0.000000
0.978100;0.082637;0.218430;0.300000;0.000000
0.978200;0.082659;0.218460;0.300000;0.000000
0.978300;0.082681;0.218490;0.300000;0.000000
0.978400;0.082702;0.218520;0.300000;0.000000
0.978500;0.082724;0.218550;0.300000;0.000000
0.978600;0.082746;0.218580;0.300000;0.000000
0.978700;0.082768;0.218610;0.300000;0.000000
0.978800;0.082790;0.218640;0.300000;0.000000
0.978900;0.082812;0.218670;0.300000;0.000000
0.979000;0.082834;0.218700;0.300000;0.000000
0.979100;0.082856;0.218730;0.300000;0.000000
0.979200;0.082877;0.218760;0.300000;0.000000
0.979300;0.082899;0.218790;0.300000;0.000000
0.979400;0.082921;0.218820;0.300000;0.000000
0.979500;0.082943;0.218850;0.300000;0.000000
0.979600;0.082965;0.218880;0.300000;0.000000
0.979700;0.082987;0.218910;0.300000;0.000000
0.979800;0.083009;0.218940;0.300000;0.000000
0.979900;0.083031;0.218970;0.300000;0.000000
0.980000;0.083053;0.219000;0.300000;0.000000
0.980100;0.083074;0.219030;0.300000;0.000000
0.980200;0.083096;0.219060;0.300000;0.000000
0.980300;0.083118;0.219090;0.300000;0.000000
0.980400;0.083140;0.219120;0.300000;0.000000
0.980500;0.083162;0.219150;0.300000;0.000000
0.980600;0.083184;0.219180;0.300000;0.000000
0.980700;0.083206;0.219210;0.300000;0.000000
0.980800;0.083228;0.219240;0.300000;0.000000
0.980900;0.083250;0.219270;0.300000;0.000000
0.981000;0.083272;0.219300;0.300000;0.000000
0.981100;0.083294;0.219330;0.300000;0.000000
0.981200;0.083316;0.219360;0.300000;0.000000
0.981300;0.083337;0.219390;0.300000;0.000000
0.981400;0.083359;0.219420;0.300000;0.000000
0.981500;0.083381;0.219450;0.300000;0.000000
0.981600;0.083403;0.219480;0.300000;0.000000
0.981700;0.083425;0.219510;0.300000;0.000000
0.981800;0.083447;0.219540;0.300000;0.000000
0.981900;0.083469;0.219570;0.300000;0.000000
0.982000;0.083491;0.219600;0.300000;0.000000
0.982100;0.083513;0.219630;0.300000;0.000000
0.982200;0.083535;0.219660;0.300000;0.000000
0.982300;0.083557;0.219690;0.300000;0.000000
0.982400;0.083579;0.219720;0.300000;0.000000
0.982500;0.083601;0.219750;0.300000;0.000000
0.982600;0.083623;0.219780;0.300000;0.000000
0.982700;0.083645;0.219810;0.300000;0.000000
0.982800;0.083667;0.219840;0.300000;0.000000
0.982900;0.083689;0.219870;0.300000;0.000000
0.983000;0.083711;0.219900;0.300000;0.000000
0.983100;0.083733;0.219930;0.300000;0.000000
0.983200;0.083755;0.219960;0.300000;0.000000
0.983300;0.083777;0.219990;0.300000;0.000000
0.983400;0.083799;0.220020;0.300000;0.000000
0.983500;0.083821;0.220050;0.300000;0.000000
0.983600;0.083843;0.220080;0.300000;0.000000
0.983700;0.083865;0.220110;0.300000;0.000000
0.983800;0.083887;0.220140;0.300000;0.000000
0.983900;0.083909;0.220170;0.300000;0.000000
0.984000;0.083931;0.220200;0.300000;0.000000
0.984100;0.083953;0.220230;0.300000;0.000000
0.984200;0.083975;0.220260;0.300000;0.000000
0.984300;0.083997;0.220290;0.300000;0.000000
0.984400;0.084019;0.220320;0.300000;0.000000
0.984500;0.084041;0.220350;0.300000;0.000000
0.984600;0.084063;0.220380;0.300000;0.000000
0.984700;0.084085;0.220410;0.300000;0.000000
0.984800;0.084107;0.220440;0.300000;0.000000
0.984900;0.084129;0.220470;0.300000;0.000000
0.985000;0.084151;0.220500;0.300000;0.000000
0.985100;0.084173;0.220530;0.300000;0.000000
0.985200;0.084195;0.220560;0.300000;0.000000
0.985300;0.084217;0.220590;0.300000;0.000000
0.985400;0.084239;0.220620;0.300000;0.000000
0.985500;0.084262;0.220650;0.300000;0.000000
0.985600;0.084284;0.220680;0.300000;0.000000
0.985700;0.084306;0.220710;0.300000;0.000000
0.985800;0.084328;0.220740;0.300000;0.000000
0.985900;0.084350;0.220770;0.300000;0.000000
0.986000;0.084372;0.220800;0.300000;0.000000
0.986100;0.084394;0.220830;0.300000;0.000000
0.986200;0.084416;0.220860;0.300000;0.000000
0.986300;0.084438;0.220890;0.300000;0.000000
0.986400;0.084460;0.220920;0.300000;0.000000
0.986500;0.084482;0.220950;0.300000;0.000000
0.986600;0.084504;0.220980;0.300000;0.000000
0.986700;0.084527;0.221010;0.300000;0.000000
0.986800;0.084549;0.221040;0.300000;0.000000
0.986900;0.084571;0.221070;0.300000;0.000000
0.987000;0.084593;0.221100;0.300000;0.000000
0.987100;0.084615;0.221130;0.300000;0.000000
0.987200;0.084637;0.221160;0.300000;0.000000
0.987300;0.084659;0.221190;0.300000;0.000000
0.987400;0.084681;0.221220;0.300000;0.000000
0.987500;0.084703;0.221250;0.300000;0.000000
0.987600;0.084726;0.221280;0.300000;0.000000
0.987700;0.084748;0.221310;0.300000;0.000000
0.987800;0.084770;0.221340;0.300000;0.000000
0.987900;0.084792;0.221370;0.300000;0.000000
0.988000;0.084814;0.221400;0.300000;0.000000
0.988100;0.084836;0.221430;0.300000;0.000000
0.988200;0.084858;0.221460;0.300000;0.000000
0.988300;0.084881;0.221490;0.300000;0.000000
0.988400;0.084903;0.221520;0.300000;0.000000
0.988500;0.084925;0.221550;0.300000;0.000000
0.988600;0.084947;0.221580;0.300000;0.000000
0.988700;0.084969;0.221610;0.300000;0.000000
0.988800;0.084991;0.221640;0.300000;0.000000
0.988900;0.085013;0.221670;0.300000;0.000000
0.989000;0.085036;0.221700;0.300000;0.000000
0.989100;0.085058;0.221730;0.300000;0.000000
0.989200;0.085080;0.221760;0.300000;0.000000
0.989300;0.085102;0.221790;0.300000;0.000000
0.989400;0.085124;0.221820;0.300000;0.000000
0.989500;0.085147;0.221850;0.300000;0.000000
0.989600;0.085169;0.221880;0.300000;0.000000
0.989700;0.085191;0.221910;0.300000;0.000000
0.989800;0.085213;0.221940;0.300000;0.000000
0.989900;0.085235;0.221970;0.300000;0.000000
0.990000;0.085258;0.222000;0.300000;0.000000
0.990100;0.085280;0.222030;0.300000;0.000000
0.990200;0.085302;0.222060;0.300000;0.000000
0.990300;0.085324;0.222090;0.300000;0.000000
0.990400;0.085346;0.222120;0.300000;0.000000
0.990500;0.085369;0.222150;0.300000;0.000000
0.990600;0.085391;0.222180;0.300000;0.000000
0.990700;0.085413;0.222210;0.300000;0.000000
0.990800;0.085435;0.222240;0.300000;0.000000
0.990900;0.085457;0.222270;0.300000;0.000000
0.991000;0.085480;0.222300;0.300000;0.000000
0.991100;0.085502;0.222330;0.300000;0.000000
0.991200;0.085524;0.222360;0.300000;0.000000
0.991300;0.085546;0.222390;0.300000;0.000000
0.991400;0.085569;0.222420;0.300000;0.000000
0.991500;0.085591;0.222450;0.300000;0.000000
0.991600;0.085613;0.222480;0.300000;0.000000
0.991700;0.085635;0.222510;0.300000;0.000000
0.991800;0.085658;0.222540;0.300000;0.000000
0.991900;0.085680;0.222570;0.300000;0.000000
0.992000;0.085702;0.222600;0.300000;0.000000
0.992100;0.085724;0.222630;0.300000;0.000000
0.992200;0.085747;0.222660;0.300000;0.000000
0.992300;0.085769;0.222690;0.300000;0.000000
0.992400;0.085791;0.222720;0.300000;0.000000
0.992500;0.085813;0.222750;0.300000;0.000000
0.992600;0.085836;0.222780;0.300000;0.000000
0.992700;0.085858;0.222810;0.300000;0.000000
0.992800;0.085880;0.222840;0.300000;0.000000
0.992900;0.085903;0.222870;0.300000;0.000000
0.993000;0.085925;0.222900;0.300000;0.000000
0.993100;0.085947;0.222930;0.300000;0.000000
0.993200;0.085969;0.222960;0.300000;0.000000
0.993300;0.085992;0.222990;0.300000;0.000000
0.993400;0.086014;0.223020;0.300000;0.000000
0.993500;0.086036;0.223050;0.300000;0.000000
0.993600;0.086059;0.223080;0.300000;0.000000
0.993700;0.086081;0.223110;0.300000;0.000000
0.993800;0.086103;0.223140;0.300000;0.000000
0.993900;0.086126;0.223170;0.300000;0.000000
0.994000;0.086148;0.223200;0.300000;0.000000
0.994100;0.086170;0.223230;0.300000;0.000000
0.994200;0.086193;0.223260;0.300000;0.000000
0.994300;0.086215;0.223290;0.300000;0.000000
0.994400;0.086237;0.223320;0.300000;0.000000
0.994500;0.086260;0.223350;0.300000;0.000000
0.994600;0.086282;0.223380;0.300000;0.000000
0.994700;0.086304;0.223410;0.300000;0.000000
0.994800;0.086327;0.223440;0.300000;0.000000
0.994900;0.086349;0.223470;0.300000;0.000000
0.995000;0.086371;0.223500;0.300000;0.000000
0.995100;0.086394;0.223530;0.300000;0.000000
0.995200;0.086416;0.223560;0.300000;0.000000
0.995300;0.086438;0.223590;0.300000;0.000000
0.995400;0.086461;0.223620;0.300000;0.000000
0.995500;0.086483;0.223650;0.300000;0.000000
0.995600;0.086505;0.223680;0.300000;0.000000
0.995700;0.086528;0.223710;0.300000;0.000000
0.995800;0.086550;0.223740;0.300000;0.000000
0.995900;0.086573;0.223770;0.300000;0.000000
0.996000;0.086595;0.223800;0.300000;0.000000
0.996100;0.086617;0.223830;0.300000;0.000000
0.996200;0.086640;0.223860;0.300000;0.000000
0.996300;0.086662;0.223890;0.300000;0.000000
0.996400;0.086684;0.223920;0.300000;0.000000
0.996500;0.086707;0.223950;0.300000;0.000000
0.996600;0.086729;0.223980;0.300000;0.000000
0.996700;0.086752;0.224010;0.300000;0.000000
0.996800;0.086774;0.224040;0.300000;0.000000
0.996900;0.086796;0.224070;0.300000;0.000000
0.997000;0.086819;0.224100;0.300000;0.000000
0.997100;0.086841;0.224130;0.300000;0.000000
0.997200;0.086864;0.224160;0.300000;0.000000
0.997300;0.086886;0.224190;0.300000;0.000000
0.997400;0.086909;0.224220;0.300000;0.000000
0.997500;0.086931;0.224250;0.300000;0.000000
0.997600;0.086953;0.224280;0.300000;0.000000
0.997700;0.086976;0.224310;0.300000;0.000000
0.997800;0.086998;0.224340;0.300000;0.000000
0.997900;0.087021;0.224370;0.300000;0.000000
0.998000;0.087043;0.224400;0.300000;0.000000
0.998100;0.087066;0.224430;0.300000;0.000000
0.998200;0.087088;0.224460;0.300000;0.000000
0.998300;0.087110;0.224490;0.300000;0.000000
0.998400;0.087133;0.224520;0.300000;0.000000
0.998500;0.087155;0.224550;0.300000;0.000000
0.998600;0.087178;0.224580;0.300000;0.000000
0.998700;0.087200;0.224610;0.300000;0.000000
0.998800;0.087223;0.224640;0.300000;0.000000
0.998900;0.087245;0.224670;0.300000;0.000000
0.999000;0.087268;0.224700;0.300000;0.000000
0.999100;0.087290;0.224730;0.300000;0.000000
0.999200;0.087313;0.224760;0.300000;0.000000
0.999300;0.087335;0.224790;0.300000;0.000000
0.999400;0.087358;0.224820;0.300000;0.000000
0.999500;0.087380;0.224850;0.300000;0.000000
0.999600;0.087403;0.224880;0.300000;0.000000
0.999700;0.087425;0.224910;0.300000;0.000000
0.999800;0.087448;0.224940;0.300000;0.000000
0.999900;0.087470;0.224970;0.300000;0.000000
1.000000;0.087470;0.225000;0.300000;-0.600000
1.000100;0.087493;0.225030;0.299940;-0.600000
1.000200;0.087515;0.225060;0.299880;-0.600000
1.000300;0.087538;0.225090;0.299820;-0.600000
1.000400;0.087560;0.225120;0.299760;-0.600000
1.000500;0.087583;0.225150;0.299700;-0.600000
1.000600;0.087605;0.225180;0.299640;-0.600000
1.000700;0.087628;0.225210;0.299580;-0.600000
1.000800;0.087650;0.225240;0.299520;-0.600000
1.000900;0.087673;0.225270;0.299460;-0.600000
1.001000;0.087695;0.225300;0.299400;-0.600000
1.001100;0.087718;0.225330;0.299340;-0.600000
1.001200;0.087740;0.225360;0.299280;-0.600000
1.001300;0.087763;0.225389;0.299220;-0.600000
1.001400;0.087785;0.225419;0.299160;-0.600000
1.001500;0.087808;0.225449;0.299100;-0.600000
1.001600;0.087830;0.225479;0.299040;-0.600000
1.001700;0.087853;0.225509;0.298980;-0.600000
1.001800;0.087875;0.225539;0.298920;-0.600000
1.001900;0.087898;0.225569;0.298860;-0.600000
1.002000;0.087921;0.225599;0.298800;-0.600000
1.002100;0.087943;0.225629;0.298740;-0.600000
1.002200;0.087966;0.225659;0.298680;-0.600000
1.002300;0.087988;0.225688;0.298620;-0.600000
1.002400;0.088011;0.225718;0.298560;-0.600000
1.002500;0.088033;0.225748;0.298500;-0.600000
1.002600;0.088056;0.225778;0.298440;-0.600000
1.002700;0.088079;0.225808;0.298380;-0.600000
1.002800;0.088101;0.225838;0.298320;-0.600000
1.002900;0.088124;0.225867;0.298260;-0.600000
1.003000;0.088146;0.225897;0.298200;-0.600000
1.003100;0.088169;0.225927;0.298140;-0.600000
1.003200;0.088192;0.225957;0.298080;-0.600000
1.003300;0.088214;0.225987;0.298020;-0.600000
1.003400;0.088237;0.226017;0.297960;-0.600000
1.003500;0.088259;0.226046;0.297900;-0.600000
1.003600;0.088282;0.226076;0.297840;-0.600000
1.003700;0.088305;0.226106;0.297780;-0.600000
1.003800;0.088327;0.226136;0.297720;-0.600000
1.003900;0.088350;0.226165;0.297660;-0.600000
1.004000;0.088372;0.226195;0.297600;-0.600000
1.004100;0.088395;0.226225;0.297540;-0.600000
1.004200;0.088418;0.226255;0.297480;-0.600000
1.004300;0.088440;0.226284;0.297420;-0.600000
1.004400;0.088463;0.226314;0.297360;-0.600000
1.004500;0.088486;0.226344;0.297300;-0.600000
1.004600;0.088508;0.226374;0.297240;-0.600000
1.004700;0.088531;0.226403;0.297180;-0.600000
1.004800;0.088553;0.226433;0.297120;-0.600000
1.004900;0.088576;0.226463;0.297060;-0.600000
1.005000;0.088599;0.226493;0.297000;-0.600000
1.005100;0.088621;0.226522;0.296940;-0.600000
1.005200;0.088644;0.226552;0.296880;-0.600000
1.005300;0.088667;0.226582;0.296820;-0.600000
1.005400;0.088689;0.226611;0.296760;-0.600000
1.005500;0.088712;0.226641;0.296700;-0.600000
1.005600;0.088735;0.226671;0.296640;-0.600000
1.005700;0.088757;0.226700;0.296580;-0.600000
1.005800;0.088780;0.226730;0.296520;-0.600000
1.005900;0.088803;0.226760;0.296460;-0.600000
1.006000;0.088825;0.226789;0.296400;-0.600000
1.006100;0.088848;0.226819;0.296340;-0.600000
1.006200;0.088871;0.226848;0.296280;-0.600000
1.006300;0.088893;0.226878;0.296220;-0.600000
1.006400;0.088916;0.226908;0.296160;-0.600000
1.006500;0.088939;0.226937;0.296100;-0.600000
1.006600;0.088962;0.226967;0.296040;-0.600000
1.006700;0.088984;0.226997;0.295980;-0.600000
1.006800;0.089007;0.227026;0.295920;-0.600000
1.006900;0.089030;0.227056;0.295860;-0.600000
1.007000;0.089052;0.227085;0.295800;-0.600000
1.007100;0.089075;0.227115;0.295740;-0.600000
1.007200;0.089098;0.227144;0.295680;-0.600000
1.007300;0.089120;0.227174;0.295620;-0.600000
1.007400;0.089143;0.227204;0.295560;-0.600000
1.007500;0.089166;0.227233;0.295500;-0.600000
1.007600;0.089189;0.227263;0.295440;-0.600000
1.007700;0.089211;0.227292;0.295380;-0.600000
1.007800;0.089234;0.227322;0.295320;-0.600000
1.007900;0.089257;0.227351;0.295260;-0.600000
1.008000;0.089280;0.227381;0.295200;-0.600000
1.008100;0.089302;0.227410;0.295140;-0.600000
1.008200;0.089325;0.227440;0.295080;-0.600000
1.008300;0.089348;0.227469;0.295020;-0.600000
1.008400;0.089371;0.227499;0.294960;-0.600000
1.008500;0.089393;0.227528;0.294900;-0.600000
1.008600;0.089416;0.227558;0.294840;-0.600000
1.008700;0.089439;0.227587;0.294780;-0.600000
1.008800;0.089462;0.227617;0.294720;-0.600000
